edad,segmento,saldo_total,numero_productos,visitas_app_mes,usa_web,usa_tarjeta_credito,reclamos_6m,satisfaccion_encuesta,tasa_credito_personal,rango_ingresos,region,cerrara_cuenta
23,Estándar,5056.7,2,7,1,1,0,3.4,25.84,Alto,Costa,1
52,Estándar,3361.63,5,11,1,0,1,2.2,23.83,Medio,Selva,1
32,Estándar,37535.93,4,6,1,1,1,2.0,36.81,Medio,Costa,0
28,Preferente,0.0,4,8,1,1,0,2.8,30.93,Bajo,Sierra,0
67,Preferente,32459.16,4,3,1,1,0,2.8,36.87,Bajo,Costa,0
44,Preferente,4850.65,3,4,1,1,0,4.1,19.01,Medio,Selva,0
73,Preferente,6048.59,5,5,1,0,2,2.9,25.94,Medio,Sierra,0
42,Preferente,10126.56,1,10,1,0,1,2.9,50.73,Alto,Costa,0
70,Preferente,23553.7,5,6,1,1,0,1.4,40.05,Medio,Costa,1
55,Estándar,27161.63,1,3,1,1,0,3.5,35.11,Medio,Costa,0
27,Estándar,2523.06,1,4,0,1,1,2.8,35.14,Medio,Costa,0
29,Preferente,23160.89,2,1,1,0,0,4.2,37.08,Medio,Costa,0
61,Estándar,8078.57,3,4,1,1,0,2.5,35.98,Medio,Costa,0
19,Estándar,2243.76,3,2,1,0,0,4.3,39.55,Medio,Selva,0
26,Preferente,0.0,5,3,1,1,0,1.4,23.99,Medio,Selva,0
58,Estándar,40301.26,5,2,1,1,0,3.9,28.88,Muy Alto,Costa,0
72,Estándar,17779.71,4,5,0,1,2,3.4,33.68,Medio,Sierra,0
54,Estándar,11327.35,3,1,1,0,0,2.9,32.78,Medio,Selva,0
35,Estándar,28016.15,3,5,0,0,0,3.0,37.24,Alto,Costa,1
27,Preferente,2351.37,2,8,1,1,1,2.0,41.1,Medio,Sierra,0
58,Preferente,0.0,3,4,1,1,2,2.1,53.03,Bajo,Sierra,0
38,Preferente,11012.56,4,6,1,1,1,3.9,38.37,Bajo,Selva,0
50,Estándar,22108.16,2,7,1,1,2,2.9,37.14,Medio,Costa,1
48,Estándar,10820.46,2,4,1,1,1,2.5,31.0,Medio,Sierra,0
57,Estándar,29232.13,4,6,0,1,1,2.1,38.99,Bajo,Selva,1
41,Preferente,0.0,4,13,1,0,1,2.1,32.3,Bajo,Costa,0
24,Estándar,15304.5,1,10,0,1,0,4.0,40.97,Alto,Costa,0
51,Estándar,49013.61,1,5,1,1,0,1.3,48.26,Alto,Sierra,0
64,Estándar,23726.12,1,3,0,1,0,1.2,27.29,Bajo,Sierra,0
39,Preferente,1562.01,3,4,1,1,0,3.4,40.56,Alto,Costa,1
46,Estándar,6013.61,1,4,1,1,0,4.5,29.07,Medio,Selva,0
46,Estándar,6660.55,3,10,1,0,0,1.9,17.74,Bajo,Sierra,1
65,Estándar,19823.86,2,2,1,0,1,3.2,42.4,Alto,Costa,0
45,Estándar,5376.15,5,4,1,1,0,1.6,28.7,Alto,Costa,1
49,Preferente,6586.56,1,5,0,1,0,1.4,28.77,Bajo,Costa,1
18,Estándar,18161.64,1,8,0,1,0,4.5,43.61,Medio,Costa,0
63,Preferente,46568.61,3,11,1,1,0,4.6,34.74,Medio,Costa,0
19,Estándar,20568.13,3,6,1,0,0,3.0,19.99,Medio,Costa,0
50,Estándar,10282.51,2,7,0,1,0,4.4,35.57,Medio,Costa,1
60,Estándar,46638.58,4,4,1,0,0,2.5,40.97,Muy Alto,Costa,0
60,Estándar,16039.02,3,7,1,0,0,1.9,37.25,Alto,Costa,0
69,Estándar,17459.68,2,6,0,0,0,1.9,25.64,Medio,Selva,0
49,Preferente,4730.54,2,10,1,0,1,4.4,15.99,Bajo,Costa,0
28,Estándar,18466.94,2,5,1,1,0,3.6,30.77,Muy Alto,Selva,1
56,Estándar,0.0,3,6,1,1,0,1.6,31.59,Bajo,Costa,1
59,Estándar,24408.59,1,4,1,0,0,1.3,42.28,Bajo,Costa,0
39,Estándar,17818.85,4,12,0,0,0,4.6,38.38,Alto,Costa,0
47,Estándar,29903.53,1,5,1,0,1,3.6,37.33,Muy Alto,Costa,1
36,Estándar,24710.38,2,6,1,0,0,2.8,31.98,Medio,Costa,1
74,Estándar,13361.22,5,4,0,0,1,1.1,22.38,Muy Alto,Costa,0
20,Estándar,5252.91,3,4,1,1,1,4.8,35.83,Medio,Costa,0
31,Estándar,17785.35,4,9,1,1,0,1.0,50.06,Bajo,Costa,0
31,Premium,12455.87,2,8,0,1,0,1.9,36.81,Medio,Sierra,0
39,Estándar,33155.14,3,4,0,0,0,2.9,23.85,Alto,Costa,0
51,Preferente,25777.09,1,11,0,0,0,3.8,37.7,Bajo,Selva,0
64,Premium,10611.42,5,7,1,1,0,2.0,28.34,Alto,Sierra,0
39,Preferente,14261.52,3,3,1,1,1,2.8,33.41,Bajo,Costa,0
74,Preferente,31088.41,5,5,1,1,0,1.7,35.21,Alto,Sierra,1
46,Estándar,2541.73,5,5,0,1,0,1.8,52.03,Medio,Sierra,0
50,Estándar,35697.19,2,5,1,0,0,1.8,27.13,Medio,Sierra,0
22,Preferente,0.0,4,2,1,1,1,3.1,33.98,Medio,Sierra,0
49,Preferente,17324.11,1,10,1,1,1,3.5,24.55,Bajo,Costa,0
27,Preferente,29725.92,5,3,1,1,0,4.9,40.44,Alto,Selva,0
47,Estándar,37983.01,3,2,1,1,1,1.0,46.17,Medio,Sierra,0
23,Estándar,41027.65,3,4,1,0,1,2.4,46.51,Alto,Sierra,0
44,Estándar,0.0,3,6,1,1,2,1.8,32.44,Alto,Sierra,0
54,Premium,17094.24,4,8,1,1,0,3.6,35.16,Bajo,Costa,0
64,Estándar,29328.43,2,4,1,0,0,2.4,41.4,Alto,Costa,0
34,Estándar,28663.8,1,8,0,0,1,2.9,48.3,Alto,Costa,0
25,Preferente,34712.76,5,6,0,0,0,2.1,45.19,Medio,Costa,0
64,Estándar,0.0,3,6,0,1,0,4.9,32.32,Bajo,Costa,1
35,Estándar,14488.35,5,6,0,1,1,2.8,26.2,Medio,Sierra,1
23,Preferente,25341.69,1,9,1,0,0,1.1,45.11,Bajo,Sierra,0
45,Estándar,19240.45,5,5,1,1,2,3.0,30.51,Alto,Costa,0
55,Preferente,2377.61,3,2,0,0,0,2.0,26.4,Muy Alto,Selva,0
72,Estándar,18177.5,1,6,1,0,0,3.1,48.5,Medio,Costa,0
47,Estándar,12223.39,1,7,1,1,0,1.9,24.08,Medio,Costa,0
33,Estándar,3591.35,3,4,1,0,0,1.8,29.45,Medio,Sierra,0
67,Estándar,24169.48,1,4,0,1,1,1.4,30.56,Alto,Sierra,0
51,Preferente,27571.84,4,5,1,0,0,2.9,29.23,Bajo,Costa,0
40,Estándar,20959.14,3,7,0,0,0,4.2,26.44,Muy Alto,Selva,0
66,Estándar,28624.09,2,5,1,0,1,1.1,34.51,Alto,Sierra,1
20,Estándar,27167.19,5,4,1,0,2,4.6,38.45,Muy Alto,Sierra,0
60,Estándar,6554.8,3,5,1,1,0,1.3,29.2,Medio,Costa,0
30,Estándar,28438.86,1,7,0,1,1,3.4,41.96,Muy Alto,Costa,0
21,Premium,18043.17,2,5,1,1,2,4.3,34.49,Alto,Costa,0
57,Preferente,29860.09,1,11,1,1,0,4.8,31.79,Medio,Costa,0
20,Premium,29919.17,3,6,0,1,1,1.2,27.36,Alto,Selva,1
20,Preferente,23169.54,1,10,1,0,2,3.3,32.76,Alto,Costa,0
43,Estándar,21879.63,2,6,1,0,0,3.5,35.01,Alto,Costa,0
72,Premium,0.0,1,10,1,0,0,3.1,27.17,Alto,Selva,0
37,Estándar,18177.81,2,6,0,0,1,1.5,33.59,Muy Alto,Selva,1
69,Estándar,24186.93,1,11,0,0,0,1.1,34.12,Medio,Costa,0
67,Estándar,23010.7,5,7,1,1,0,2.9,28.49,Bajo,Costa,0
41,Preferente,20403.04,3,1,1,1,0,1.4,30.49,Medio,Costa,1
41,Estándar,6038.02,2,5,1,1,0,4.3,36.0,Alto,Selva,0
65,Preferente,12934.08,3,3,1,1,0,4.4,34.09,Medio,Costa,1
43,Estándar,11965.09,2,8,0,1,0,4.0,20.41,Medio,Costa,0
51,Estándar,8692.61,3,9,1,0,1,4.2,27.55,Bajo,Costa,0
55,Preferente,29094.33,1,6,1,0,0,2.4,39.52,Medio,Sierra,0
47,Estándar,43876.44,1,3,1,1,1,4.8,47.36,Alto,Sierra,0
47,Preferente,0.0,2,6,1,1,0,2.1,29.41,Alto,Costa,0
67,Premium,5339.44,2,6,1,0,1,3.0,40.16,Bajo,Selva,0
56,Estándar,12205.16,5,4,0,0,0,1.2,33.19,Medio,Sierra,0
48,Estándar,40724.56,4,8,1,1,1,1.1,36.73,Medio,Sierra,0
55,Estándar,0.0,2,4,1,0,0,2.8,33.66,Bajo,Sierra,0
67,Estándar,0.0,3,7,1,0,0,1.9,35.39,Alto,Costa,0
29,Premium,25882.11,1,4,0,0,0,3.0,38.38,Medio,Costa,0
67,Estándar,46404.28,3,9,0,0,1,2.1,39.71,Medio,Sierra,0
66,Estándar,4629.5,5,4,1,1,0,4.2,32.13,Bajo,Sierra,1
70,Estándar,35408.37,5,3,1,1,1,3.9,36.84,Alto,Costa,0
20,Estándar,54743.06,3,8,1,0,1,1.4,21.9,Medio,Costa,0
30,Estándar,31384.22,1,4,1,1,1,5.0,31.31,Bajo,Costa,0
65,Estándar,37590.6,5,2,1,1,1,2.7,36.22,Alto,Selva,0
19,Estándar,45184.29,2,4,0,0,1,4.6,49.96,Medio,Sierra,0
21,Estándar,45178.75,1,7,0,0,0,4.2,42.65,Alto,Costa,0
63,Estándar,11778.2,1,5,1,1,0,4.2,42.93,Alto,Costa,0
61,Estándar,0.0,2,4,1,0,0,4.5,40.62,Bajo,Costa,0
53,Estándar,0.0,4,7,1,1,0,4.0,24.49,Medio,Costa,0
47,Premium,24301.63,2,6,1,0,2,3.9,27.42,Medio,Sierra,0
28,Estándar,29091.64,4,7,0,1,0,4.6,44.49,Medio,Sierra,0
29,Preferente,15465.57,1,5,1,0,0,1.6,36.57,Bajo,Sierra,0
62,Preferente,18453.35,1,3,1,1,0,2.0,39.57,Bajo,Costa,0
71,Premium,24698.87,2,5,1,1,0,3.4,19.41,Bajo,Costa,0
42,Preferente,30877.04,1,8,1,1,0,4.1,29.95,Medio,Costa,0
72,Estándar,26638.54,3,3,1,0,1,3.9,33.08,Medio,Costa,0
60,Estándar,3764.4,2,6,1,0,1,4.8,38.88,Alto,Costa,0
37,Estándar,46546.62,2,6,1,1,0,4.8,38.08,Medio,Costa,0
22,Premium,20392.54,1,5,1,0,0,3.7,46.57,Bajo,Sierra,0
49,Estándar,24506.38,2,8,1,1,0,1.5,31.17,Alto,Selva,0
50,Preferente,11193.58,1,4,0,0,0,2.2,32.71,Medio,Sierra,0
42,Preferente,11863.04,2,7,1,1,0,1.4,28.94,Muy Alto,Costa,0
42,Premium,7794.48,5,2,1,1,2,3.2,31.13,Bajo,Costa,0
69,Estándar,18170.78,1,6,0,0,2,3.9,27.55,Muy Alto,Costa,0
52,Preferente,15281.98,3,3,1,1,1,1.3,45.87,Bajo,Costa,0
56,Preferente,30779.64,5,9,1,0,0,5.0,39.5,Medio,Costa,0
32,Estándar,3809.93,3,6,0,1,0,1.6,38.98,Alto,Selva,0
71,Preferente,20312.37,1,5,1,1,0,4.4,30.05,Medio,Selva,0
40,Estándar,0.0,4,7,1,1,0,2.0,31.16,Bajo,Sierra,0
24,Estándar,12030.56,3,11,1,0,0,1.8,36.93,Medio,Sierra,0
58,Preferente,14567.12,2,6,1,1,1,3.8,28.95,Muy Alto,Costa,0
49,Estándar,34874.64,4,8,1,0,1,1.8,46.55,Medio,Sierra,0
23,Premium,5680.97,2,9,1,1,0,1.3,38.78,Medio,Sierra,0
44,Estándar,17492.44,5,10,0,1,0,3.2,33.66,Bajo,Selva,0
60,Estándar,31346.48,1,4,0,0,0,1.6,48.13,Alto,Costa,0
36,Preferente,7153.44,5,9,1,0,0,4.0,31.9,Alto,Sierra,0
56,Estándar,2458.9,2,6,1,1,2,2.5,35.39,Bajo,Selva,0
42,Estándar,10228.0,2,8,1,1,3,4.9,45.0,Bajo,Costa,0
66,Estándar,16085.91,4,10,1,1,1,2.6,28.64,Bajo,Costa,0
67,Preferente,17305.3,2,9,1,1,0,2.3,16.9,Medio,Costa,1
69,Preferente,12148.18,5,10,1,0,0,3.9,23.9,Muy Alto,Costa,0
59,Estándar,33336.29,5,11,1,0,2,4.6,35.72,Bajo,Costa,0
48,Estándar,32650.89,4,8,1,1,0,1.0,41.93,Medio,Costa,0
68,Preferente,30491.25,3,9,1,1,0,1.2,39.5,Medio,Selva,0
72,Preferente,0.0,4,6,0,1,1,4.8,41.1,Medio,Costa,0
24,Preferente,0.0,2,4,0,1,0,2.1,36.99,Bajo,Costa,0
67,Estándar,0.0,5,8,1,1,0,4.3,34.3,Alto,Costa,0
67,Estándar,41013.15,5,6,0,0,1,2.7,38.53,Bajo,Sierra,0
60,Estándar,31615.52,1,5,1,1,0,2.1,23.94,Medio,Sierra,0
38,Preferente,33568.44,4,11,1,0,0,3.9,40.92,Bajo,Selva,1
22,Estándar,9407.38,3,6,1,0,2,3.9,33.43,Medio,Selva,0
74,Estándar,19965.34,2,4,1,1,0,4.6,43.38,Medio,Costa,0
63,Estándar,0.0,4,5,1,1,0,3.8,40.9,Medio,Costa,0
50,Preferente,9864.19,4,7,1,1,1,2.7,36.32,Alto,Costa,0
54,Estándar,35379.94,4,2,1,1,0,3.4,46.9,Medio,Costa,0
54,Estándar,23012.43,5,5,1,1,1,1.8,36.82,Muy Alto,Costa,0
25,Estándar,37039.46,3,6,1,0,0,2.0,41.54,Muy Alto,Costa,1
33,Estándar,8846.27,1,6,0,0,0,4.7,29.92,Medio,Selva,0
60,Preferente,34773.47,5,6,1,1,0,1.3,40.64,Medio,Costa,0
42,Estándar,22542.43,5,10,1,0,0,3.7,32.45,Alto,Costa,0
56,Estándar,1192.33,5,6,1,0,1,4.2,25.5,Bajo,Costa,1
42,Preferente,9775.21,3,4,1,0,0,1.7,42.06,Alto,Costa,0
21,Estándar,0.0,1,6,1,0,0,2.1,25.11,Medio,Costa,0
56,Estándar,0.0,1,9,1,1,0,3.4,41.48,Medio,Costa,0
29,Estándar,5316.7,4,5,0,1,1,4.8,30.6,Bajo,Sierra,0
21,Preferente,27317.63,3,0,1,0,1,2.8,37.66,Alto,Costa,0
63,Estándar,15817.11,1,11,1,0,1,2.8,45.24,Bajo,Sierra,0
42,Estándar,16201.22,4,3,0,1,2,3.2,45.86,Muy Alto,Sierra,1
21,Estándar,43676.58,3,5,1,1,1,3.2,41.26,Medio,Costa,1
36,Estándar,25475.36,4,7,0,1,0,4.2,35.94,Medio,Costa,0
64,Estándar,25798.45,1,8,0,0,0,1.4,17.49,Medio,Costa,1
72,Preferente,8773.29,3,8,1,1,1,2.2,40.42,Bajo,Costa,0
70,Preferente,25026.96,3,4,1,1,0,1.5,38.87,Bajo,Selva,0
68,Preferente,46849.97,2,5,1,0,0,4.4,37.85,Medio,Costa,0
41,Estándar,23512.61,3,4,1,0,1,4.8,47.1,Muy Alto,Sierra,0
26,Preferente,24026.0,4,11,1,1,0,1.0,41.82,Muy Alto,Sierra,1
61,Premium,28613.62,5,5,1,1,0,1.1,37.07,Bajo,Selva,0
71,Premium,25439.12,1,16,1,0,0,1.6,25.34,Alto,Sierra,0
53,Estándar,3668.5,5,7,0,1,0,2.6,19.21,Alto,Sierra,1
32,Estándar,29720.07,4,4,1,1,0,3.0,28.17,Medio,Costa,0
41,Estándar,2958.89,4,8,1,0,0,2.4,31.99,Medio,Sierra,1
21,Estándar,8040.52,2,5,1,1,0,2.3,49.25,Medio,Selva,0
66,Premium,38289.73,1,6,1,1,1,1.9,28.16,Bajo,Costa,0
50,Estándar,19202.92,2,2,1,1,1,4.6,40.95,Bajo,Costa,0
38,Estándar,5419.35,5,9,1,1,1,2.8,24.23,Medio,Costa,0
49,Estándar,19298.45,3,10,1,1,0,2.8,45.41,Medio,Sierra,0
24,Preferente,25634.73,2,10,1,0,0,3.3,25.54,Medio,Selva,0
47,Preferente,9273.31,5,1,1,1,2,1.5,30.38,Medio,Selva,0
38,Preferente,35417.4,5,7,1,1,0,1.1,40.16,Medio,Costa,0
64,Estándar,53730.27,4,4,1,1,0,4.4,52.87,Medio,Costa,0
55,Estándar,0.0,3,6,0,1,0,1.1,47.16,Bajo,Costa,0
65,Preferente,22428.58,4,12,1,1,0,4.7,34.2,Bajo,Costa,0
32,Preferente,0.0,2,4,0,1,1,1.6,45.98,Medio,Costa,0
18,Preferente,20499.31,4,6,1,1,0,4.6,31.42,Medio,Costa,0
49,Preferente,0.0,5,7,1,0,0,1.2,33.37,Medio,Sierra,0
73,Estándar,23286.67,4,1,0,1,0,1.5,18.85,Bajo,Costa,0
59,Estándar,43251.29,2,6,1,1,0,4.2,30.11,Medio,Costa,0
23,Premium,48566.64,2,2,0,1,1,2.4,24.81,Bajo,Costa,0
56,Estándar,17013.23,4,7,1,1,1,2.0,32.38,Alto,Costa,0
66,Estándar,37283.67,5,9,1,0,0,1.2,47.19,Medio,Costa,0
21,Estándar,53752.08,5,6,1,0,0,1.6,31.71,Bajo,Costa,1
52,Estándar,25844.86,2,6,1,1,0,1.1,40.19,Medio,Costa,0
39,Estándar,8521.39,3,7,1,1,2,2.4,31.59,Bajo,Costa,0
29,Preferente,23787.64,2,7,0,1,0,2.8,46.54,Medio,Selva,0
24,Preferente,43362.47,2,8,1,1,0,4.3,21.88,Alto,Sierra,0
18,Premium,34217.75,1,6,1,1,0,4.8,29.55,Alto,Selva,0
47,Preferente,17293.37,3,6,1,1,0,2.1,20.03,Medio,Costa,0
22,Estándar,0.0,1,3,1,1,0,2.5,35.82,Medio,Sierra,0
27,Estándar,2383.08,2,5,1,1,0,2.3,45.84,Alto,Costa,1
71,Premium,46792.1,3,4,0,1,1,1.9,24.33,Medio,Selva,0
24,Estándar,16832.16,4,5,1,1,1,3.9,42.33,Medio,Sierra,0
39,Preferente,37161.3,2,12,0,1,0,3.0,30.16,Bajo,Costa,0
32,Estándar,27647.85,4,4,1,1,0,4.4,33.13,Medio,Sierra,1
58,Preferente,11767.41,2,4,1,1,0,1.2,32.52,Bajo,Costa,1
25,Estándar,16331.28,1,7,0,0,0,4.7,36.33,Bajo,Sierra,0
47,Preferente,10732.57,3,6,1,0,0,4.7,24.7,Medio,Costa,0
58,Preferente,38065.76,3,8,1,1,0,2.5,45.12,Medio,Costa,0
57,Estándar,11145.89,1,3,0,1,0,4.9,40.13,Bajo,Selva,0
34,Estándar,51955.38,5,3,1,0,0,3.0,32.18,Bajo,Selva,0
42,Preferente,27524.34,4,4,0,0,1,1.4,19.24,Alto,Costa,0
37,Estándar,3348.36,4,5,1,1,0,3.9,33.19,Alto,Sierra,0
63,Estándar,39524.73,4,5,1,0,0,2.2,50.3,Muy Alto,Costa,0
56,Estándar,5845.08,2,5,1,0,2,2.7,37.74,Bajo,Costa,0
61,Preferente,0.0,5,4,1,1,2,4.4,48.02,Bajo,Selva,0
67,Preferente,35989.7,4,8,1,1,0,3.7,30.64,Medio,Costa,0
18,Estándar,23530.53,3,9,1,1,0,3.3,44.64,Medio,Sierra,0
58,Preferente,24276.63,3,7,1,1,2,2.4,35.87,Medio,Costa,0
26,Premium,0.0,1,8,1,1,1,3.5,35.08,Medio,Costa,0
22,Estándar,23129.34,3,3,1,0,1,1.8,34.58,Muy Alto,Costa,1
58,Premium,36605.89,5,2,1,0,0,3.5,25.26,Bajo,Costa,0
59,Preferente,23143.24,1,9,0,1,0,3.5,36.69,Medio,Selva,0
65,Estándar,6761.89,4,4,1,0,0,2.9,33.12,Bajo,Costa,0
51,Estándar,5752.98,3,4,0,0,1,3.5,25.93,Alto,Selva,0
66,Estándar,22953.46,1,6,1,1,1,2.6,29.85,Alto,Costa,0
38,Estándar,43993.86,2,5,1,1,1,4.8,31.4,Bajo,Selva,0
50,Premium,11042.68,4,4,1,1,0,3.7,31.09,Bajo,Sierra,0
21,Estándar,36939.58,1,6,0,0,0,4.8,37.61,Medio,Sierra,0
36,Estándar,23798.2,5,4,0,1,2,3.1,36.95,Muy Alto,Selva,0
51,Preferente,5759.12,3,8,1,1,1,3.4,38.32,Bajo,Costa,0
18,Estándar,33650.87,5,9,1,1,0,4.8,53.13,Muy Alto,Costa,0
57,Estándar,28718.68,2,8,1,1,0,4.4,26.31,Medio,Selva,0
58,Estándar,30379.97,1,7,1,1,1,2.6,28.14,Alto,Costa,1
56,Estándar,43038.93,2,5,1,1,0,3.5,31.97,Bajo,Selva,0
52,Preferente,14430.2,5,2,1,1,1,4.1,34.78,Medio,Sierra,0
65,Preferente,7644.3,1,6,1,0,0,3.1,31.02,Medio,Costa,0
52,Estándar,0.0,3,7,0,0,0,3.8,39.45,Medio,Sierra,0
32,Estándar,13599.07,4,3,0,0,0,1.3,28.29,Medio,Selva,0
42,Estándar,32323.37,1,9,1,0,1,1.1,28.59,Medio,Selva,0
23,Estándar,50258.0,2,7,1,1,1,4.9,27.03,Alto,Costa,0
34,Preferente,0.0,1,2,1,1,0,1.0,44.4,Medio,Selva,0
22,Premium,17198.76,4,9,1,1,1,1.2,24.52,Medio,Sierra,0
42,Preferente,6513.04,2,6,1,1,0,3.2,30.69,Alto,Costa,0
74,Estándar,13399.56,5,8,1,0,0,3.6,30.38,Alto,Costa,0
30,Estándar,23029.9,1,6,1,0,1,2.0,47.94,Alto,Costa,0
33,Estándar,31778.27,5,4,0,0,1,4.2,43.39,Medio,Selva,0
47,Premium,12139.97,1,8,1,1,1,2.1,32.91,Medio,Costa,0
37,Estándar,416.16,5,5,1,1,1,1.1,39.93,Medio,Sierra,1
57,Estándar,15227.06,1,7,1,0,0,2.6,38.47,Medio,Costa,0
26,Estándar,4199.78,2,8,1,0,0,2.7,30.08,Alto,Sierra,0
41,Estándar,0.0,2,7,1,1,0,3.1,28.11,Alto,Sierra,1
26,Estándar,7321.12,5,4,1,0,0,3.4,23.04,Muy Alto,Costa,0
19,Preferente,0.0,3,2,1,0,1,4.7,33.95,Medio,Selva,0
39,Estándar,28468.25,3,5,1,1,1,1.3,50.01,Medio,Sierra,0
64,Premium,9135.11,2,6,1,0,0,4.6,32.61,Alto,Sierra,0
74,Estándar,26314.39,2,5,0,0,1,3.4,38.93,Medio,Selva,0
23,Estándar,24446.83,1,7,1,0,0,2.3,51.83,Bajo,Selva,0
22,Premium,5382.99,3,4,0,1,0,4.0,31.38,Alto,Costa,0
26,Estándar,41644.92,1,7,1,1,0,2.1,45.25,Bajo,Selva,0
30,Estándar,23186.17,3,3,1,1,0,3.8,42.62,Bajo,Costa,0
21,Preferente,18451.25,4,5,1,1,1,4.6,22.13,Alto,Costa,0
42,Estándar,44892.76,5,6,1,0,0,3.1,38.24,Alto,Costa,0
35,Preferente,0.0,2,7,1,1,0,1.3,37.16,Alto,Costa,0
55,Estándar,24443.98,5,7,1,1,0,1.3,39.61,Bajo,Costa,0
27,Premium,26616.85,4,5,0,0,0,2.5,39.16,Medio,Costa,0
55,Estándar,22776.26,2,5,0,0,1,1.1,38.94,Medio,Costa,0
67,Estándar,0.0,5,7,1,0,2,1.5,18.94,Medio,Sierra,1
53,Premium,0.0,5,3,0,1,2,1.5,10.0,Muy Alto,Sierra,0
20,Estándar,15110.69,5,10,1,0,1,2.6,52.15,Medio,Costa,0
34,Estándar,11191.53,2,8,1,1,0,2.1,45.51,Medio,Costa,0
45,Premium,23821.11,5,9,1,0,1,2.1,28.17,Alto,Costa,0
69,Preferente,1049.55,2,12,0,1,1,3.7,39.79,Medio,Costa,1
31,Estándar,21268.79,3,8,1,1,0,1.6,44.35,Medio,Costa,0
43,Estándar,0.0,2,8,0,1,0,2.2,30.08,Alto,Costa,0
52,Estándar,16186.28,4,6,1,0,1,4.3,32.84,Medio,Costa,1
25,Estándar,0.0,3,7,1,1,0,2.4,53.5,Medio,Costa,0
62,Estándar,26696.89,3,5,1,0,0,5.0,45.65,Bajo,Costa,0
59,Premium,0.0,1,6,1,0,0,2.1,33.61,Bajo,Sierra,0
68,Estándar,19778.04,5,5,0,0,1,3.8,42.66,Medio,Selva,0
48,Preferente,12728.25,4,10,1,1,1,1.7,31.96,Bajo,Sierra,0
48,Estándar,5830.14,2,9,1,0,0,5.0,30.78,Medio,Sierra,0
34,Preferente,24604.38,4,7,1,1,0,3.2,31.53,Medio,Costa,0
23,Estándar,25193.86,2,7,1,1,0,3.1,31.09,Muy Alto,Sierra,0
27,Preferente,31449.73,5,6,0,0,1,4.2,22.34,Medio,Costa,0
27,Estándar,13494.95,1,6,0,1,0,4.1,25.4,Medio,Costa,0
38,Estándar,8233.62,4,8,0,1,0,3.3,35.86,Medio,Costa,0
49,Estándar,16806.36,2,7,0,1,0,3.2,44.73,Medio,Costa,0
47,Estándar,0.0,4,1,0,1,0,4.3,35.42,Bajo,Costa,0
43,Preferente,11958.95,1,8,1,1,0,4.4,33.67,Bajo,Costa,0
71,Estándar,7760.77,5,2,1,1,0,3.0,29.66,Medio,Costa,0
47,Estándar,19762.51,3,4,0,0,1,4.3,34.0,Bajo,Sierra,0
66,Premium,31448.12,1,7,1,1,2,3.5,28.15,Bajo,Sierra,0
44,Estándar,50998.6,5,7,1,1,1,2.8,38.37,Bajo,Selva,0
34,Preferente,39547.01,4,3,1,1,0,4.4,36.86,Medio,Selva,0
28,Preferente,12094.89,4,3,0,1,1,3.2,25.67,Medio,Selva,0
45,Estándar,2630.73,2,7,1,0,0,2.6,41.37,Alto,Costa,0
53,Estándar,19603.72,2,8,1,1,1,3.9,43.78,Bajo,Selva,0
62,Preferente,21822.48,1,8,1,1,0,2.7,39.27,Bajo,Costa,0
18,Estándar,24817.64,3,3,1,1,1,1.6,39.51,Alto,Costa,0
46,Preferente,281.47,5,6,0,1,0,5.0,37.82,Bajo,Costa,0
18,Estándar,9824.35,1,8,0,0,0,1.9,36.35,Medio,Sierra,0
20,Premium,18608.3,3,12,0,1,1,3.8,24.95,Muy Alto,Sierra,0
71,Preferente,40011.2,4,3,1,1,0,3.8,25.19,Medio,Sierra,0
26,Preferente,42304.12,1,8,0,0,2,1.5,43.75,Bajo,Costa,0
64,Estándar,8616.53,1,3,1,0,0,4.6,37.37,Medio,Costa,0
60,Estándar,829.17,4,3,0,1,0,2.7,36.05,Alto,Sierra,0
42,Estándar,36856.49,5,6,1,0,0,4.6,29.3,Medio,Costa,0
50,Estándar,24989.07,1,7,0,1,0,3.7,23.71,Alto,Sierra,0
59,Preferente,22038.14,3,9,1,0,0,3.3,41.1,Muy Alto,Costa,0
44,Premium,36378.22,3,4,1,1,0,3.1,35.3,Medio,Sierra,0
27,Preferente,33048.22,5,5,1,1,0,3.9,14.0,Medio,Sierra,0
23,Estándar,32058.12,5,9,0,1,0,2.8,30.33,Medio,Costa,0
57,Estándar,12766.83,2,5,0,0,0,4.3,15.84,Alto,Costa,0
50,Estándar,17179.88,4,11,1,1,0,1.4,39.39,Alto,Costa,0
47,Estándar,6295.31,3,6,0,1,0,2.7,31.94,Alto,Costa,1
25,Premium,26767.5,4,5,0,1,2,4.3,20.79,Bajo,Sierra,0
60,Premium,22620.45,2,6,1,0,2,2.4,19.39,Bajo,Costa,0
19,Estándar,22836.99,4,10,1,0,1,4.5,36.14,Alto,Sierra,0
63,Estándar,45140.81,5,6,1,1,0,1.8,27.33,Muy Alto,Costa,0
49,Estándar,15640.98,2,6,0,1,0,1.2,29.47,Medio,Costa,1
23,Estándar,5654.02,1,10,0,0,1,2.0,31.61,Bajo,Sierra,1
48,Preferente,22531.0,2,6,1,0,0,3.9,36.57,Bajo,Costa,0
36,Preferente,27599.8,3,5,1,1,0,3.0,44.43,Medio,Costa,0
